,indication,chembl_id,max_phase_for_ind,mesh_heading,mesh_id
17522,breast neoplasm,CHEMBL1730601,2,Breast Neoplasms,D001943
17523,stomach neoplasm,CHEMBL1730601,3,Stomach Neoplasms,D013274
17524,colorectal neoplasm,CHEMBL1730601,3,Colorectal Neoplasms,D015179
17525,nasopharyngeal neoplasm,CHEMBL1730601,2,Nasopharyngeal Neoplasms,D009303
17526,cholangiocarcinoma,CHEMBL1730601,3,Cholangiocarcinoma,D018281
17527,esophageal squamous cell carcinoma,CHEMBL1730601,3,Esophageal Neoplasms,D004938
17528,head and neck malignant neoplasia,CHEMBL1730601,3,Head and Neck Neoplasms,D006258
17529,rectum cancer,CHEMBL1730601,2,Rectal Neoplasms,D012004
17530,colorectal carcinoma,CHEMBL1730601,3,Colorectal Neoplasms,D015179
17531,obesity,CHEMBL1405,2,Obesity,D009765
17534,asthma,CHEMBL278172,2,Asthma,D001249
17535,obesity,CHEMBL278172,1,Obesity,D009765
17536,Eczema,CHEMBL278172,3,Eczema,D004485
17537,,CHEMBL278172,4,Anesthesia,D000758
17538,neoplasm of mature B-cells,CHEMBL1201129,0,"Lymphoma, Follicular",D008224
17539,Hodgkins lymphoma,CHEMBL1201129,2,Hodgkin Disease,D006689
17540,acute promyelocytic leukemia,CHEMBL1201129,1,"Leukemia, Promyelocytic, Acute",D015473
17541,Burkitts lymphoma,CHEMBL1201129,1,Burkitt Lymphoma,D002051
17542,cancer,CHEMBL1201129,4,Neoplasms,D009369
17543,chronic myelogenous leukemia,CHEMBL1201129,2,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",D015464
17544,diffuse large B-cell lymphoma,CHEMBL1201129,2,"Lymphoma, Large B-Cell, Diffuse",D016403
17545,follicular thyroid carcinoma,CHEMBL1201129,2,"Adenocarcinoma, Follicular",D018263
17546,neuroblastoma,CHEMBL1201129,1,Neuroblastoma,D009447
17547,papillary thyroid carcinoma,CHEMBL1201129,2,Thyroid Neoplasms,D013964
17548,renal cell carcinoma,CHEMBL1201129,2,"Carcinoma, Renal Cell",D002292
17549,melanoma,CHEMBL1201129,2,Melanoma,D008545
17550,multiple myeloma,CHEMBL1201129,1,Multiple Myeloma,D009101
17551,metastatic melanoma,CHEMBL1201129,2,Melanoma,D008545
17552,Cutaneous T-cell lymphoma,CHEMBL1201129,1,"Lymphoma, T-Cell, Cutaneous",D016410
17553,medulloblastoma,CHEMBL1201129,1,Medulloblastoma,D008527
17554,non-small cell lung carcinoma,CHEMBL1201129,2,"Carcinoma, Non-Small-Cell Lung",D002289
17555,breast neoplasm,CHEMBL1201129,2,Breast Neoplasms,D001943
17556,myeloproliferative disorder,CHEMBL1201129,3,Myeloproliferative Disorders,D009196
17557,non-Hodgkins lymphoma,CHEMBL1201129,1,"Lymphoma, Non-Hodgkin",D008228
17558,Mantle cell lymphoma,CHEMBL1201129,1,"Lymphoma, Mantle-Cell",D020522
17559,precursor T-cell lymphoblastic leukemia-lymphoma,CHEMBL1201129,1,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,D054218
17560,Thalassemia,CHEMBL1201129,2,Thalassemia,D013789
17561,Sickle cell anemia,CHEMBL1201129,1,"Anemia, Sickle Cell",D000755
17562,injury,CHEMBL416146,3,Wounds and Injuries,D014947
17563,melanoma,CHEMBL416146,1,Melanoma,D008545
17564,bone neoplasm,CHEMBL416146,2,Bone Neoplasms,D001859
17568,HIV infection,CHEMBL922,3,HIV Infections,D015658
17579,urethritis,CHEMBL1220,2,Urethritis,D014526
17580,Helicobacter pylori infectious disease,CHEMBL1220,3,Helicobacter Infections,D016481
17581,lymphoma,CHEMBL1460,2,Lymphoma,D008223
17582,AIDS,CHEMBL1460,3,Acquired Immunodeficiency Syndrome,D000163
17583,AIDS related complex,CHEMBL1460,3,AIDS-Related Complex,D000386
17584,hepatocellular carcinoma,CHEMBL622,2,"Carcinoma, Hepatocellular",D006528
17585,muscular disease,CHEMBL622,3,Muscular Diseases,D009135
17586,colorectal neoplasm,CHEMBL622,3,Colorectal Neoplasms,D015179
17587,epilepsy,CHEMBL778,1,Epilepsy,D004827
17588,preeclampsia,CHEMBL778,2,Pre-Eclampsia,D011225
17589,cocaine dependence,CHEMBL778,1,Cocaine-Related Disorders,D019970
17590,autism spectrum disorder,CHEMBL778,2,"Child Development Disorders, Pervasive",D002659
17591,bone fracture,CHEMBL778,3,"Fractures, Bone",D050723
17592,opioid dependence,CHEMBL778,3,Opioid-Related Disorders,D009293
17593,brain disease,CHEMBL778,3,Brain Diseases,D001927
17594,Headache,CHEMBL778,2,Headache,D006261
17595,Interauricular communication,CHEMBL778,3,"Heart Septal Defects, Atrial",D006344
17596,otitis media with effusion,CHEMBL1161,3,Otitis Media with Effusion,D010034
17597,Spinal cord injury,CHEMBL1161,1,Spinal Cord Injuries,D013119
17598,Plasmodium vivax malaria,CHEMBL682,3,"Malaria, Vivax",D016780
17601,post operative nausea and vomiting,CHEMBL1200406,2,Postoperative Nausea and Vomiting,D020250
17602,diabetes mellitus,CHEMBL383634,4,Diabetes Mellitus,D003920
17612,chronic lymphocytic leukemia,CHEMBL691,1,"Leukemia, Lymphocytic, Chronic, B-Cell",D015451
17613,cancer,CHEMBL691,4,Neoplasms,D009369
17614,polycystic ovary syndrome,CHEMBL691,3,Polycystic Ovary Syndrome,D011085
17615,HIV infection,CHEMBL691,1,HIV Infections,D015658
17616,type II diabetes mellitus,CHEMBL691,1,"Diabetes Mellitus, Type 2",D003924
17617,pregnancy,CHEMBL691,3,Pregnancy,D011247
17618,hepatitis C virus infection,CHEMBL691,1,Hepatitis C,D006526
17619,osteoporosis,CHEMBL691,2,Osteoporosis,D010024
17620,acne,CHEMBL691,4,Acne Vulgaris,D000152
17621,anorexia nervosa,CHEMBL691,3,Anorexia Nervosa,D000856
17622,chronic hepatitis C virus infection,CHEMBL691,1,"Hepatitis C, Chronic",D019698
17623,hidradenitis suppurativa,CHEMBL691,2,Hidradenitis Suppurativa,D017497
17624,Osteopenia,CHEMBL691,3,"Bone Diseases, Metabolic",D001851
17625,Neural tube defect,CHEMBL691,3,Neural Tube Defects,D009436
17626,Cystic fibrosis,CHEMBL691,1,Cystic Fibrosis,D003550
17627,Turner syndrome,CHEMBL691,3,Turner Syndrome,D014424
17628,ischemia reperfusion injury,CHEMBL1139,2,Reperfusion Injury,D015427
17629,head and neck squamous cell carcinoma,CHEMBL1773,3,"Carcinoma, Squamous Cell",D002294
17630,adenocarcinoma,CHEMBL1773,3,Adenocarcinoma,D000230
17631,carcinoma,CHEMBL1773,3,Carcinoma,D002277
17632,gastric adenocarcinoma,CHEMBL1773,3,Stomach Neoplasms,D013274
17633,glioblastoma multiforme,CHEMBL1773,2,Glioblastoma,D005909
17634,melanoma,CHEMBL1773,1,Melanoma,D008545
17635,non-small cell lung carcinoma,CHEMBL1773,3,"Carcinoma, Non-Small-Cell Lung",D002289
17636,pancreatic neoplasm,CHEMBL1773,3,Pancreatic Neoplasms,D010190
17637,kidney neoplasm,CHEMBL1773,2,Kidney Neoplasms,D007680
17638,colorectal neoplasm,CHEMBL1773,3,Colorectal Neoplasms,D015179
17639,brain disease,CHEMBL1773,3,Brain Diseases,D001927
17640,colorectal cancer,CHEMBL1773,3,Colorectal Neoplasms,D015179
17641,head and neck malignant neoplasia,CHEMBL1773,2,Head and Neck Neoplasms,D006258
17642,pancreatic neuroendocrine tumor,CHEMBL1773,2,Neuroendocrine Tumors,D018358
17643,Merkel cell skin cancer,CHEMBL1773,1,"Carcinoma, Merkel Cell",D015266
17644,neuroendocrine neoplasm,CHEMBL1773,2,Neuroendocrine Tumors,D018358
17645,colorectal carcinoma,CHEMBL1773,3,Colorectal Neoplasms,D015179
17646,amyotrophic lateral sclerosis,CHEMBL715,2,Amyotrophic Lateral Sclerosis,D000690
17647,mood disorder,CHEMBL715,1,Mood Disorders,D019964
17648,body weight gain,CHEMBL715,3,Weight Gain,D015430
17649,anxiety,CHEMBL715,3,Anxiety,D001007
17650,schizoaffective disorder,CHEMBL715,4,Psychotic Disorders,D011618
17651,drug-Induced dyskinesia,CHEMBL715,1,"Dyskinesia, Drug-Induced",D004409
17652,Dementia,CHEMBL715,3,Dementia,D003704
17653,Borderline personality disorder,CHEMBL715,3,Borderline Personality Disorder,D001883
17655,diabetes mellitus,CHEMBL817,4,Diabetes Mellitus,D003920
17656,chronic myelogenous leukemia,CHEMBL298734,2,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",D015464
17657,lymphoma,CHEMBL298734,1,Lymphoma,D008223
17658,anaplastic astrocytoma,CHEMBL298734,1,Astrocytoma,D001254
17659,non-small cell lung carcinoma,CHEMBL298734,3,"Carcinoma, Non-Small-Cell Lung",D002289
17660,head and neck malignant neoplasia,CHEMBL298734,1,Head and Neck Neoplasms,D006258
17661,gliosarcoma,CHEMBL298734,1,Gliosarcoma,D018316
17662,Hutchinson-Gilford progeria syndrome,CHEMBL298734,4,Progeria,D011371
17663,hypertrophic cardiomyopathy,CHEMBL1256391,2,"Cardiomyopathy, Hypertrophic",D002312
17664,uterine fibroid,CHEMBL1256391,2,Leiomyoma,D007889
17665,focal segmental glomerulosclerosis,CHEMBL1256391,2,"Glomerulosclerosis, Focal Segmental",D005923
17666,nephrotic syndrome,CHEMBL1256391,2,Nephrotic Syndrome,D009404
17667,Radiation Pneumonitis,CHEMBL1256391,2,Radiation Pneumonitis,D017564
17668,Proteinuria,CHEMBL1256391,2,Proteinuria,D011507
17669,Neurofibromatosis type 1,CHEMBL1256391,2,Neurofibromatosis 1,D009456
17670,acute myeloid leukemia,CHEMBL190,1,"Leukemia, Myeloid, Acute",D015470
17671,leukemia,CHEMBL190,2,Leukemia,D007938
17672,pulmonary arterial hypertension,CHEMBL190,1,"Hypertension, Pulmonary",D006976
17673,prostate carcinoma,CHEMBL190,1,Prostatic Neoplasms,D011471
17674,non-small cell lung carcinoma,CHEMBL190,1,"Carcinoma, Non-Small-Cell Lung",D002289
17675,kidney disease,CHEMBL190,2,Kidney Diseases,D007674
17676,altitude sickness,CHEMBL190,2,Altitude Sickness,D000532
17677,osteomyelitis,CHEMBL561,0,Osteomyelitis,D010019
17680,gastric carcinoma,CHEMBL939,2,Stomach Neoplasms,D013274
17681,head and neck squamous cell carcinoma,CHEMBL939,3,"Carcinoma, Squamous Cell",D002294
17682,metastatic prostate cancer,CHEMBL939,1,Prostatic Neoplasms,D011471
17683,germ cell tumor,CHEMBL939,2,"Neoplasms, Germ Cell and Embryonal",D009373
17684,glioblastoma multiforme,CHEMBL939,2,Glioblastoma,D005909
17685,neuroblastoma,CHEMBL939,2,Neuroblastoma,D009447
17686,renal cell carcinoma,CHEMBL939,1,"Carcinoma, Renal Cell",D002292
17687,sarcoma,CHEMBL939,2,Sarcoma,D012509
17688,small cell lung carcinoma,CHEMBL939,2,Small Cell Lung Carcinoma,D055752
17689,squamous cell lung carcinoma,CHEMBL939,3,"Carcinoma, Squamous Cell",D002294
17690,pancreatic carcinoma,CHEMBL939,1,Pancreatic Neoplasms,D010190
17691,breast neoplasm,CHEMBL939,3,Breast Neoplasms,D001943
17692,stomach neoplasm,CHEMBL939,2,Stomach Neoplasms,D013274
17693,nasopharyngeal neoplasm,CHEMBL939,1,Nasopharyngeal Neoplasms,D009303
17694,head and neck malignant neoplasia,CHEMBL939,3,Head and Neck Neoplasms,D006258
17695,male breast carcinoma,CHEMBL939,2,"Breast Neoplasms, Male",D018567
17696,colorectal carcinoma,CHEMBL939,2,Colorectal Neoplasms,D015179
17698,HIV-1 infection,CHEMBL1503,1,HIV Infections,D015658
17699,head and neck squamous cell carcinoma,CHEMBL1503,2,"Carcinoma, Squamous Cell",D002294
17700,MALT lymphoma,CHEMBL1503,2,"Lymphoma, B-Cell, Marginal Zone",D018442
17701,Alzheimer's disease,CHEMBL1503,1,Alzheimer Disease,D000544
17702,atopic eczema,CHEMBL1503,1,"Dermatitis, Atopic",D003876
17703,cancer,CHEMBL1503,1,Neoplasms,D009369
17704,chronic obstructive pulmonary disease,CHEMBL1503,1,"Pulmonary Disease, Chronic Obstructive",D029424
17705,Crohn's disease,CHEMBL1503,1,Crohn Disease,D003424
17706,diabetes mellitus,CHEMBL1503,1,Diabetes Mellitus,D003920
17707,lymphoma,CHEMBL1503,2,Lymphoma,D008223
17708,neoplasm,CHEMBL1503,1,Neoplasms,D009369
17709,psoriasis,CHEMBL1503,1,Psoriasis,D011565
17710,rheumatoid arthritis,CHEMBL1503,1,"Arthritis, Rheumatoid",D001172
17711,ulcerative colitis,CHEMBL1503,1,"Colitis, Ulcerative",D003093
17712,HIV infection,CHEMBL1503,1,HIV Infections,D015658
17713,osteoarthritis,CHEMBL1503,3,Osteoarthritis,D010003
17714,hepatitis C virus infection,CHEMBL1503,1,Hepatitis C,D006526
17715,autism spectrum disorder,CHEMBL1503,1,"Child Development Disorders, Pervasive",D002659
17716,pain,CHEMBL1503,3,Pain,D010146
17717,ankylosing spondylitis,CHEMBL1503,3,"Spondylitis, Ankylosing",D013167
17718,relapsing-remitting multiple sclerosis,CHEMBL1503,3,"Multiple Sclerosis, Relapsing-Remitting",D020529
17719,chronic hepatitis C virus infection,CHEMBL1503,1,"Hepatitis C, Chronic",D019698
17720,anemia (phenotype),CHEMBL1503,1,Anemia,D000740
17721,infectious disease,CHEMBL1503,1,Communicable Diseases,D003141
17722,head and neck malignant neoplasia,CHEMBL1503,2,Head and Neck Neoplasms,D006258
17723,cysticercosis,CHEMBL1503,3,Cysticercosis,D003551
17724,Zollinger-Ellison Syndrome,CHEMBL1503,2,Zollinger-Ellison Syndrome,D015043
17725,Helicobacter pylori infectious disease,CHEMBL1503,3,Helicobacter Infections,D016481
17726,colorectal carcinoma,CHEMBL1503,2,Colorectal Neoplasms,D015179
17727,Cough,CHEMBL1503,3,Cough,D003371
17728,pain,CHEMBL1201117,3,Pain,D010146
17729,melanoma,CHEMBL1373,1,Melanoma,D008545
17730,Parkinson's disease,CHEMBL1373,2,Parkinson Disease,D010300
17731,nicotine dependence,CHEMBL1373,1,Tobacco Use Disorder,D014029
17732,alcohol dependence,CHEMBL1373,2,Alcoholism,D000437
17733,multiple sclerosis,CHEMBL1373,3,Multiple Sclerosis,D009103
17734,drug dependence,CHEMBL1373,2,Substance-Related Disorders,D019966
17735,insomnia,CHEMBL1373,1,Sleep Initiation and Maintenance Disorders,D007319
17736,schizoaffective disorder,CHEMBL1373,1,Psychotic Disorders,D011618
17737,opioid dependence,CHEMBL1373,2,Opioid-Related Disorders,D009293
17738,postpoliomyelitis syndrome,CHEMBL1373,3,Postpoliomyelitis Syndrome,D016262
17739,Dysphagia,CHEMBL1373,2,Deglutition Disorders,D003680
17740,Cognitive impairment,CHEMBL1373,1,Cognitive Dysfunction,D060825
17741,cysticercosis,CHEMBL976,3,Cysticercosis,D003551
17742,urinary schistosomiasis,CHEMBL976,3,Schistosomiasis haematobia,D012553
17743,Schistosomiasis mansoni,CHEMBL976,2,Schistosomiasis mansoni,D012555
17744,schistosomiasis,CHEMBL976,3,Schistosomiasis,D012552
17745,osteomyelitis,CHEMBL5,0,Osteomyelitis,D010019
17746,cocaine dependence,CHEMBL781,2,Cocaine-Related Disorders,D019970
17747,Parkinson's disease,CHEMBL157138,3,Parkinson Disease,D010300
17748,cocaine dependence,CHEMBL157138,1,Cocaine-Related Disorders,D019970
17749,restless legs syndrome,CHEMBL157138,3,Restless Legs Syndrome,D012148
17750,altitude sickness,CHEMBL19,1,Altitude Sickness,D000532
17753,AIDS,CHEMBL386630,2,Acquired Immunodeficiency Syndrome,D000163
17754,insulin resistance,CHEMBL386630,0,Insulin Resistance,D007333
17755,erectile dysfunction,CHEMBL386630,3,Erectile Dysfunction,D007172
17756,testicular carcinoma,CHEMBL386630,2,Testicular Neoplasms,D013736
17757,Spinal cord injury,CHEMBL386630,2,Spinal Cord Injuries,D013119
17758,Abnormality of connective tissue,CHEMBL386630,1,Penile Induration,D010411
17759,Hereditary breast and ovarian cancer syndrome,CHEMBL386630,2,Hereditary Breast and Ovarian Cancer Syndrome,D061325
17760,prostate adenocarcinoma,CHEMBL1274,2,Prostatic Neoplasms,D011471
17761,neoplasm of mature B-cells,CHEMBL888,3,"Lymphoma, Follicular",D008224
17762,hepatocellular carcinoma,CHEMBL888,3,"Carcinoma, Hepatocellular",D006528
17763,Hodgkins lymphoma,CHEMBL888,2,Hodgkin Disease,D006689
17764,unspecified peripheral T-cell lymphoma,CHEMBL888,3,"Lymphoma, T-Cell, Peripheral",D016411
17765,acute lymphoblastic leukemia,CHEMBL888,2,Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054198
17766,angioimmunoblastic T-cell lymphoma,CHEMBL888,3,Immunoblastic Lymphadenopathy,D007119
17767,colorectal adenocarcinoma,CHEMBL888,2,Colorectal Neoplasms,D015179
17768,diffuse large B-cell lymphoma,CHEMBL888,3,"Lymphoma, Large B-Cell, Diffuse",D016403
17769,germ cell tumor,CHEMBL888,2,"Neoplasms, Germ Cell and Embryonal",D009373
17770,leiomyosarcoma,CHEMBL888,2,Leiomyosarcoma,D007890
17771,leukemia,CHEMBL888,1,Leukemia,D007938
17772,mesothelioma,CHEMBL888,3,Mesothelioma,D008654
17773,osteosarcoma,CHEMBL888,2,Osteosarcoma,D012516
17774,renal cell carcinoma,CHEMBL888,2,"Carcinoma, Renal Cell",D002292
17775,squamous cell carcinoma,CHEMBL888,3,"Carcinoma, Squamous Cell",D002294
17776,squamous cell lung carcinoma,CHEMBL888,3,"Carcinoma, Squamous Cell",D002294
17777,melanoma,CHEMBL888,2,Melanoma,D008545
17778,malignant pleural mesothelioma,CHEMBL888,3,Mesothelioma,D008654
17779,multiple myeloma,CHEMBL888,2,Multiple Myeloma,D009101
17780,Cutaneous T-cell lymphoma,CHEMBL888,1,"Lymphoma, T-Cell, Cutaneous",D016410
17781,medulloblastoma,CHEMBL888,2,Medulloblastoma,D008527
17782,anaplastic large cell lymphoma,CHEMBL888,2,"Lymphoma, Large-Cell, Anaplastic",D017728
17783,large cell lung carcinoma,CHEMBL888,2,"Carcinoma, Large Cell",D018287
17784,urogenital neoplasm,CHEMBL888,3,Urogenital Neoplasms,D014565
17785,breast neoplasm,CHEMBL888,3,Breast Neoplasms,D001943
17786,nasopharyngeal neoplasm,CHEMBL888,3,Nasopharyngeal Neoplasms,D009303
17787,gallbladder neoplasm,CHEMBL888,3,Gallbladder Neoplasms,D005706
17788,testicular carcinoma,CHEMBL888,2,Testicular Neoplasms,D013736
17789,non-Hodgkins lymphoma,CHEMBL888,3,"Lymphoma, Non-Hodgkin",D008228
17790,head and neck malignant neoplasia,CHEMBL888,2,Head and Neck Neoplasms,D006258
17791,Fallopian Tube Carcinoma,CHEMBL888,3,Fallopian Tube Neoplasms,D005185
17792,rectum cancer,CHEMBL888,2,Rectal Neoplasms,D012004
17793,peritoneal neoplasm,CHEMBL888,3,Peritoneal Neoplasms,D010534
17794,Mantle cell lymphoma,CHEMBL888,2,"Lymphoma, Mantle-Cell",D020522
17795,colorectal carcinoma,CHEMBL888,2,Colorectal Neoplasms,D015179
17796,gallbladder carcinoma,CHEMBL888,3,Gallbladder Neoplasms,D005706
17797,intrahepatic cholangiocarcinoma,CHEMBL888,3,Cholangiocarcinoma,D018281
17798,soft tissue sarcoma,CHEMBL888,3,Sarcoma,D012509
17799,Malignant epithelial tumor of ovary,CHEMBL888,3,Ovarian Neoplasms,D010051
17800,Gastrointestinal stromal tumor,CHEMBL888,2,Gastrointestinal Stromal Tumors,D046152
17804,Hodgkins lymphoma,CHEMBL1140,1,Hodgkin Disease,D006689
17805,multiple sclerosis,CHEMBL1140,1,Multiple Sclerosis,D009103
17806,freckles,CHEMBL1140,0,Melanosis,D008548
17807,neurodegenerative disease,CHEMBL1140,2,Neurodegenerative Diseases,D019636
17808,non-Hodgkins lymphoma,CHEMBL1140,1,"Lymphoma, Non-Hodgkin",D008228
17809,obstructive jaundice,CHEMBL1140,3,"Jaundice, Obstructive",D041781
17810,Acute kidney injury,CHEMBL1140,0,Acute Kidney Injury,D058186
17816,peripheral arterial disease,CHEMBL608,2,Peripheral Arterial Disease,D058729
17818,epilepsy,CHEMBL13209,2,Epilepsy,D004827
17819,schizophrenia,CHEMBL13209,3,Schizophrenia,D012559
17820,anxiety,CHEMBL13209,3,Anxiety,D001007
17821,Dementia,CHEMBL13209,3,Dementia,D003704
17822,cocaine dependence,CHEMBL934,1,Cocaine-Related Disorders,D019970
17823,nicotine dependence,CHEMBL934,1,Tobacco Use Disorder,D014029
17824,pulmonary sarcoidosis,CHEMBL628,2,"Sarcoidosis, Pulmonary",D017565
17825,acute lymphoblastic leukemia,CHEMBL628,2,Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054198
17826,pancreatitis,CHEMBL628,0,Pancreatitis,D010195
17827,cancer,CHEMBL628,2,Neoplasms,D009369
17828,Crohn's disease,CHEMBL628,0,Crohn Disease,D003424
17829,diabetic nephropathy,CHEMBL628,2,Diabetic Nephropathies,D003928
17830,injury,CHEMBL628,2,Wounds and Injuries,D014947
17831,breast neoplasm,CHEMBL628,2,Breast Neoplasms,D001943
17832,nephrotic syndrome,CHEMBL628,3,Nephrotic Syndrome,D009404
17833,upper aerodigestive tract neoplasm,CHEMBL628,2,Head and Neck Neoplasms,D006258
17834,Leishmaniasis,CHEMBL628,2,Leishmaniasis,D007896
17835,brain disease,CHEMBL628,2,Brain Diseases,D001927
17836,fibrosis,CHEMBL628,2,Fibrosis,D005355
17837,Plasmodium falciparum malaria,CHEMBL628,2,"Malaria, Falciparum",D016778
17838,brachial plexus neuropathy,CHEMBL628,3,Brachial Plexus Neuropathies,D020516
17839,non-alcoholic steatohepatitis,CHEMBL628,2,Non-alcoholic Fatty Liver Disease,D065626
17840,Hepatopulmonary Syndrome,CHEMBL628,1,Hepatopulmonary Syndrome,D020065
17841,primary biliary cirrhosis,CHEMBL628,2,"Liver Cirrhosis, Biliary",D008105
17842,drug dependence,CHEMBL654,2,Substance-Related Disorders,D019966
17843,obstructive sleep apnea,CHEMBL654,1,"Sleep Apnea, Obstructive",D020181
17844,anxiety,CHEMBL654,3,Anxiety,D001007
17845,Dementia,CHEMBL654,3,Dementia,D003704
17868,Barrett's esophagus,CHEMBL1790041,3,Barrett Esophagus,D001471
17869,renal cell carcinoma,CHEMBL1790041,2,"Carcinoma, Renal Cell",D002292
17870,multiple myeloma,CHEMBL1790041,3,Multiple Myeloma,D009101
17871,multiple sclerosis,CHEMBL1790041,3,Multiple Sclerosis,D009103
17872,orthostatic hypotension,CHEMBL1790041,1,"Hypotension, Orthostatic",D007024
17873,peptic esophagitis,CHEMBL1790041,1,"Esophagitis, Peptic",D004942
17874,Cough,CHEMBL1790041,3,Cough,D003371
17875,osteomyelitis,CHEMBL869,0,Osteomyelitis,D010019
17877,migraine disorder,CHEMBL1569487,2,Migraine Disorders,D008881
17878,necatoriasis,CHEMBL685,3,Necatoriasis,D009332
17879,Helminthiasis,CHEMBL685,4,Helminthiasis,D006373
17880,Cough,CHEMBL153479,2,Cough,D003371
17881,injury,CHEMBL698,2,Wounds and Injuries,D014947
17882,osteoarthritis,CHEMBL698,1,Osteoarthritis,D010003
17883,carpal tunnel syndrome,CHEMBL698,2,Carpal Tunnel Syndrome,D002349
17884,myofascial pain syndrome,CHEMBL698,2,Myofascial Pain Syndromes,D009209
17885,shoulder impingement syndrome,CHEMBL698,2,Shoulder Impingement Syndrome,D019534
17886,Tendinopathy,CHEMBL698,2,Tendinopathy,D052256
17887,rheumatoid arthritis,CHEMBL563,1,"Arthritis, Rheumatoid",D001172
17888,HIV infection,CHEMBL563,1,HIV Infections,D015658
17889,type II diabetes mellitus,CHEMBL563,1,"Diabetes Mellitus, Type 2",D003924
17890,anemia (phenotype),CHEMBL563,1,Anemia,D000740
17891,emphysema,CHEMBL1263,3,Emphysema,D004646
17892,chronic bronchitis,CHEMBL1263,3,"Bronchitis, Chronic",D029481
17893,Spinal cord injury,CHEMBL1263,1,Spinal Cord Injuries,D013119
17894,intracranial vasospasm,CHEMBL189,2,"Vasospasm, Intracranial",D020301
17897,pain,CHEMBL14370,2,Pain,D010146
17898,attention deficit hyperactivity disorder,CHEMBL14370,2,Attention Deficit Disorder with Hyperactivity,D001289
17899,anxiety,CHEMBL14370,3,Anxiety,D001007
17900,fibromyalgia,CHEMBL14370,3,Fibromyalgia,D005356
17901,Dementia,CHEMBL14370,3,Dementia,D003704
17902,osteoporosis,CHEMBL1550,3,Osteoporosis,D010024
