,chembl_id,synonyms,max_phase,atc_codes,level_4_atc,level_3_atc,level_2_atc,levle_1_atc,drug_type,passes_ro5,chirality,prodrug,oral,parenteral,topical,black_box,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,indication_class,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,inchi_key,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,pubchem_cid,withdrawn_chembl
5129,CHEMBL1200500,AEROBEC 100|AEROBEC 50|AEROBEC FTE 250|ASMABEC CLICKHALER|ASMABEC SPACEHALER|BECLAZONE 100|BECLAZONE 100 E-BREATHE|BECLAZONE 200|BECLAZONE 250|BECLAZONE 250 E-BREATHE|BECLAZONE 50|BECLAZONE 50 E-BREATHE|BECLOAQUA 50|BECLOFORTE|BECLOFORTE E-BREATHE|BECLOFORTE INTEGRA|BECLOFORTE-VM|BECLOMET DIPROP|BECLOMET HAYFEVER|BECLOMETASONE|BECLOMETASONE DIPROPIONATE|BECLOMETHASONE|BECLOMETHASONE DIPROPIONATE|BECLOMETHASONE DIPROPIONATE MONOHYDRATE|BECLOMIST|BECLOTAIDE|BECODISKS|BECONASE AQ|BECOTIDE|BECOTIDE 100|BECOTIDE 100 E-BREATHE|BECOTIDE 200|BECOTIDE 50|BECOTIDE 50 E-BREATHE|Beclovent|Beconase|CLENIL MODULITE|CLIPPER|FILAIR 100|FILAIR 50|FILAIR FTE|FOSTAIR|FOSTAIR NEXTHALER|NASOBEC AQ|NASOBEC HAYFEVER|PROPADERM|PROPADERM FTE|PROPADERM-A|PROPADERM-C|PULVINAL BECLOMET|QNASL|QVAR 100|QVAR 100 E-BREATHE|QVAR 40|QVAR 50|QVAR 50 E-BREATHE|QVAR 80|QVAR REDIHALER|RINO CLENIL|SCH 18020W|SCH 8020W|SCH-18020W|SGX-201|SGX-202|SGX-203|VANCENASE AQ|VANCENASE POCKETHALER|VANCERIL DOUBLE STRENGTH|VENTIDE|VIVABEC|Vancenase|Vanceril|ZONIVENT AQUANASAL,4,R03BA01 | A07EA07 | D07AC15 | R01AD01,"R03BA - Glucocorticoids | A07EA - Corticosteroids acting locally | D07AC - Corticosteroids, potent (group III) | R01AD - Corticosteroids","R03B - OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS | A07E - INTESTINAL ANTIINFLAMMATORY AGENTS | D07A - CORTICOSTEROIDS, PLAIN | R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | R01 - NASAL PREPARATIONS",R - RESPIRATORY SYSTEM | A - ALIMENTARY TRACT AND METABOLISM | D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM,7:Natural Product-derived,False,Single Stereoisomer,True,False,False,True,False,Prescription Only,None,None,None,None,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,Small molecule,MOL,True,Glucocorticoid,4.09,0,4.43,4.43,13.81,,521.05,7,7,1,1,36,NEUTRAL,521.05,520.2228,1,1,106.97,0.41,N,6,CHEMBL1200500,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,KUVIULQEHSCUHY-XYWKZLDCSA-N,KUVIULQEHSCUHY-XYWKZLDCSA-N,Safe,AGONIST,True,True,True,CHEMBL2034,missing,0
5140,CHEMBL507674,CEFOPERAZONE|Cefoperazone,4,J01DD12,J01DD - Third-generation cephalosporins,J01D - OTHER BETA-LACTAM ANTIBACTERIALS,J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,False,Single Stereoisomer,False,False,True,False,False,Discontinued,None,None,None,None,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,Small molecule,MOL,True,Antibacterial,-1.11,2,-4.35,-0.90,3.19,,645.68,13,17,4,4,44,ACID,645.68,645.1424,2,2,220.26,0.14,N,9,CHEMBL507674,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,GCFBRXLSHGKWDP-XCGNWRKASA-N,GCFBRXLSHGKWDP-XCGNWRKASA-N,Safe,missing,missing,missing,missing,missing,missing,0
5142,CHEMBL1018,DIENESTROL|Dienestrol|Estraguard|HORMOFEMIN,4,G03CB01 | G03CC02,"G03CB - Synthetic estrogens, plain | G03CC - Estrogens, combinations with other drugs",G03C - ESTROGENS | G03C - ESTROGENS,G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,True,False,Discontinued,None,None,None,None,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,Small molecule,MOL,True,Estrogen,4.60,2,4.82,4.83,9.10,,266.34,2,2,2,2,20,NEUTRAL,266.34,266.1307,0,0,40.46,0.80,N,3,CHEMBL1018,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,NFDFQCUYFHCNBW-SCGPFSFSSA-N,NFDFQCUYFHCNBW-SCGPFSFSSA-N,Safe,AGONIST,True,True,True,CHEMBL206,missing,0
5145,CHEMBL135400,RP 27267|RP-27267|ZILEZE 3.75|ZILEZE 7.5|ZIMOVANE|ZIMOVANE LS|ZOPICLONE,4,N05CF01,N05CF - Benzodiazepine related drugs,N05C - HYPNOTICS AND SEDATIVES,N05 - PSYCHOLEPTICS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,Small molecule,MOL,True,,1.57,2,0.59,0.52,8.04,6.86,388.82,7,9,0,0,27,NEUTRAL,388.82,388.1051,0,0,91.76,0.77,N,2,CHEMBL135400,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-UHFFFAOYSA-N,GBBSUAFBMRNDJC-UHFFFAOYSA-N,Safe,POSITIVE ALLOSTERIC MODULATOR,True,True,True,CHEMBL2109244,missing,0
5147,CHEMBL56367,AULIN|NIMESULIDE|R 805|R-805,4,M01AX17 | M02AA26,"M01AX - Other antiinflammatory and antirheumatic agents, non-steroids | M02AA - Antiinflammatory preparations, non-steroids for topical use","M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS | M02A - TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN",M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS | M02 - TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,False,False,Unknown,None,None,None,None,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,Small molecule,MOL,True,,2.76,2,1.20,1.79,6.70,,308.31,5,7,1,1,21,NEUTRAL,308.31,308.0467,0,0,98.54,0.68,N,5,CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,HYWYRSMBCFDLJT-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
5150,CHEMBL1201302,DEXAMETHASONE PHOSPHORIC ACID|Dexamethasone phosphate,4,,,,,,7:Natural Product-derived,True,Single Stereoisomer,True,False,True,True,False,Prescription Only,None,None,None,None,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,Small molecule,MOL,True,Glucocorticoid,2.01,0,-2.01,1.56,1.18,,472.45,6,8,4,4,32,ACID,472.45,472.1662,0,0,141.36,0.46,N,4,CHEMBL1201302,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,VQODGRNSFPNSQE-CXSFZGCWSA-N,VQODGRNSFPNSQE-CXSFZGCWSA-N,Safe,missing,missing,missing,missing,missing,missing,0
5154,CHEMBL161,CEFTRIAXONE|Ceftriaxone,4,J01DD04 | J01DD54,J01DD - Third-generation cephalosporins | J01DD - Third-generation cephalosporins,J01D - OTHER BETA-LACTAM ANTIBACTERIALS | J01D - OTHER BETA-LACTAM ANTIBACTERIALS,J01 - ANTIBACTERIALS FOR SYSTEMIC USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE | J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,False,Single Stereoisomer,False,False,True,False,False,Prescription Only,None,None,None,None,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,Small molecule,MOL,True,Antibacterial,-1.20,2,-5.53,-1.00,2.72,3.54,554.59,15,15,4,5,36,ACID,554.59,554.0461,2,2,215.22,0.13,N,8,CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,VAAUVRVFOQPIGI-SPQHTLEESA-N,VAAUVRVFOQPIGI-SPQHTLEESA-N,Safe,missing,missing,missing,missing,missing,missing,0
5155,CHEMBL168815,CEVIMELINE,4,N07AX03,N07AX - Other parasympathomimetics,N07A - PARASYMPATHOMIMETICS,N07 - OTHER NERVOUS SYSTEM DRUGS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,False,False,False,Prescription Only,None,None,None,None,CC1OC2(CS1)CN1CCC2CC1,Small molecule,MOL,True,Alzheimer's Disease Treatment (adjunct),1.56,0,-0.22,1.00,,8.59,199.32,3,2,0,0,13,BASE,199.32,199.1031,0,0,12.47,0.59,Y,0,CHEMBL168815,CC1OC2(CS1)CN1CCC2CC1,WUTYZMFRCNBCHQ-UHFFFAOYSA-N,WUTYZMFRCNBCHQ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
5161,CHEMBL431770,ISTRADEFYLLINE|KW-6002|NOURIANZ,4,,,,,,7:Natural Product-derived,True,Achiral Molecule,False,True,False,False,False,Prescription Only,None,None,None,None,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,Small molecule,MOL,True,,2.12,3,2.42,2.42,,,384.44,8,8,0,0,28,NEUTRAL,384.44,384.1798,0,0,80.28,0.65,N,6,CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,IQVRBWUUXZMOPW-PKNBQFBNSA-N,IQVRBWUUXZMOPW-PKNBQFBNSA-N,Safe,ANTAGONIST,True,True,True,CHEMBL251,missing,0
5163,CHEMBL139877,SULFACARBAMIDE|SULPHAUREA|Sulfacarbamide|UROMIDE,4,,,,,,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,False,False,Withdrawn,1988,"Dermatologic, Hematologic and Hepatic Reactions",Germany,Dermatological toxicity; Hematological toxicity; Hepatotoxicity,NC(=O)NS(=O)(=O)c1ccc(N)cc1,Small molecule,MOL,True,,-0.37,1,-1.53,-0.59,4.40,2.10,215.23,4,6,3,5,14,ACID,215.23,215.0365,0,0,115.28,0.58,N,2,CHEMBL139877,NC(=O)NS(=O)(=O)c1ccc(N)cc1,WVAKABMNNSMCDK-UHFFFAOYSA-N,WVAKABMNNSMCDK-UHFFFAOYSA-N,Safe,,True,True,True,,missing,1
5169,CHEMBL1256391,AMR-69|ESBRIET|PIRFENIDONE,4,L04AX05,L04AX - Other immunosuppressants,L04A - IMMUNOSUPPRESSANTS,L04 - IMMUNOSUPPRESSANTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,False,Prescription Only,None,None,None,None,Cc1ccc(=O)n(-c2ccccc2)c1,Small molecule,MOL,True,Antipyretic; Analgesic; Anti-Inflammatory,2.15,2,2.14,2.14,,,185.23,2,2,0,0,14,NEUTRAL,185.23,185.0841,0,0,22.00,0.67,Y,1,CHEMBL1256391,Cc1ccc(=O)n(-c2ccccc2)c1,ISWRGOKTTBVCFA-UHFFFAOYSA-N,ISWRGOKTTBVCFA-UHFFFAOYSA-N,Safe,,True,True,True,,missing,0
5181,CHEMBL703,Anectine|Quelicin|SUXAMETHONIUM|Succinylcholine|Sucostrin|Suxamethonium,4,M03AB01,M03AB - Choline derivatives,"M03A - MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03 - MUSCLE RELAXANTS,M - MUSCULO-SKELETAL SYSTEM,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,True,False,True,Prescription Only,None,None,None,None,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,Small molecule,MOL,True,Neuromuscular Blocking Agent,0.27,0,-8.39,-8.39,,,290.40,4,6,0,0,20,NEUTRAL,290.40,290.2195,0,0,52.60,0.45,N,9,CHEMBL703,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,AXOIZCJOOAYSMI-UHFFFAOYSA-N,AXOIZCJOOAYSMI-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
5186,CHEMBL1201225,IODINE|NSC-42355,4,D08AG03,D08AG - Iodine products,D08A - ANTISEPTICS AND DISINFECTANTS,D08 - ANTISEPTICS AND DISINFECTANTS,D - DERMATOLOGICALS,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,False,False,Unknown,None,None,None,None,II,Small molecule,MOL,True,"Anti-Infective, Topical",1.77,0,1.36,1.36,,,253.81,0,0,0,0,2,,253.81,253.8089,0,0,0.00,0.58,Y,0,CHEMBL1201225,II,PNDPGZBMCMUPRI-UHFFFAOYSA-N,PNDPGZBMCMUPRI-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
5187,CHEMBL1200522,AVOBENZONE|BUTYL METHOXYDIBENZOYLMETHANE|Parsol 1789,4,,,,,,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,True,False,Over the Counter,None,None,None,None,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,Small molecule,MOL,True,Sunscreen,4.45,2,4.56,4.56,9.92,,310.39,3,3,0,0,23,NEUTRAL,310.39,310.1569,0,0,43.37,0.61,N,5,CHEMBL1200522,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,XNEFYCZVKIDDMS-UHFFFAOYSA-N,XNEFYCZVKIDDMS-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
5188,CHEMBL696,"CI-366|CN-10,395|CN-10395|EMESIDE|ETHOSUXIMIDE|NSC-64013|PM-671|SUXINUTIN|Zarontin",4,N03AD01 | N03AD51,N03AD - Succinimide derivatives | N03AD - Succinimide derivatives,N03A - ANTIEPILEPTICS | N03A - ANTIEPILEPTICS,N03 - ANTIEPILEPTICS | N03 - ANTIEPILEPTICS,N - NERVOUS SYSTEM | N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,False,False,False,Prescription Only,None,None,None,None,CCC1(C)CC(=O)NC1=O,Small molecule,MOL,True,Anticonvulsant,0.45,0,0.55,0.55,10.73,,141.17,2,3,1,1,10,NEUTRAL,141.17,141.0790,0,0,46.17,0.54,Y,1,CHEMBL696,CCC1(C)CC(=O)NC1=O,HAPOVYFOVVWLRS-UHFFFAOYSA-N,HAPOVYFOVVWLRS-UHFFFAOYSA-N,Safe,BLOCKER,True,True,True,CHEMBL2362995,missing,0
5193,CHEMBL487253,BENDAMUSTINE,4,L01AA09,L01AA - Nitrogen mustard analogues,L01A - ALKYLATING AGENTS,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,True,False,False,Prescription Only,None,None,None,None,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,Small molecule,MOL,True,,3.26,2,0.81,1.80,4.36,6.41,358.27,4,5,1,1,23,ACID,358.27,357.1011,0,0,58.36,0.70,N,9,CHEMBL487253,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,YTKUWDBFDASYHO-UHFFFAOYSA-N,YTKUWDBFDASYHO-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
5197,CHEMBL57,BIRG 0587|BIRG-0587|NEVIRAPINE|NEVIRAPINE ANHYDROUS|NSC-641530|VIRAMUNE XR|Viramune,4,J05AG01,J05AG - Non-nucleoside reverse transcriptase inhibitors,J05A - DIRECT ACTING ANTIVIRALS,J05 - ANTIVIRALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,True,Prescription Only,None,None,None,None,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Small molecule,MOL,True,Antiviral,2.65,2,2.49,2.49,,3.28,266.30,4,5,1,1,20,NEUTRAL,266.30,266.1168,0,0,58.12,0.86,N,1,CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N,NQDJXKOVJZTUJA-UHFFFAOYSA-N,toxic_dermis+toxic_hepa+toxic_immune,INHIBITOR,True,True,True,CHEMBL247,missing,0
5200,CHEMBL727,LANVIS|NSC-752|NSC-76504|THIOGUANINE|TIOGUANINE|TIOGUANINE HEMIHYDRATE|Tabloid,4,L01BB03,L01BB - Purine analogues,L01B - ANTIMETABOLITES,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7:Natural Product-derived,True,Achiral Molecule,True,True,False,False,False,Prescription Only,None,None,None,None,Nc1nc2[nH]cnc2c(=S)[nH]1,Small molecule,MOL,True,Antineoplastic,0.60,2,-0.26,-0.26,9.46,1.84,167.20,4,5,3,4,11,NEUTRAL,167.20,167.0266,0,0,83.38,0.50,N,0,CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,WYWHKKSPHMUBEB-UHFFFAOYSA-N,WYWHKKSPHMUBEB-UHFFFAOYSA-N,Safe,INHIBITOR+INHIBITOR,True+True,True+True,True+True,CHEMBL2111369+CHEMBL2311221,missing,0
5201,CHEMBL1322884,FULL MARKS|PHENOTHRIN|S-2539F|Sumithrin,4,P03AC03 | P03AC53,"P03AC - Pyrethrines, incl. synthetic compounds | P03AC - Pyrethrines, incl. synthetic compounds","P03A - ECTOPARASITICIDES, INCL. SCABICIDES | P03A - ECTOPARASITICIDES, INCL. SCABICIDES","P03 - ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS | P03 - ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",1:Synthetic Small Molecule,False,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,Small molecule,MOL,True,,5.76,2,5.57,5.57,,,350.46,3,3,0,0,26,NEUTRAL,350.46,350.1882,1,1,35.53,0.49,N,6,CHEMBL1322884,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,SBNFWQZLDJGRLK-UHFFFAOYSA-N,SBNFWQZLDJGRLK-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
5202,CHEMBL1200821,DIONOSIL AQUEOUS|DIONOSIL OILY|Dionosil|PROPYLIODONE,4,V08AD03,V08AD - Non-watersoluble X-ray contrast media,"V08A - X-RAY CONTRAST MEDIA, IODINATED",V08 - CONTRAST MEDIA,V - VARIOUS,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,True,False,False,Discontinued,None,None,None,None,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,Small molecule,MOL,False,Diagnostic Aid (radiopaque medium),2.01,1,3.13,3.13,,,447.01,4,4,0,0,16,NEUTRAL,447.01,446.8828,0,0,48.30,0.52,N,4,CHEMBL1200821,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,ROSXARVHJNYYDO-UHFFFAOYSA-N,ROSXARVHJNYYDO-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
5210,CHEMBL465,ABBOTT 40566|ABBOTT-40566|DELTA-9-TETRAHYDROCANNABINOL|DELTA-9-THC|DRONABINOL|J882F|Marinol|NSC-134454|QCD 84924|QCD-84924|SP 104|SP-104|SYNDROS|TETRAHYDROCANNABINOLS (-)-TRANS-.DELTA.9-FORM,4,A04AD10,A04AD - Other antiemetics,A04A - ANTIEMETICS AND ANTINAUSEANTS,A04 - ANTIEMETICS AND ANTINAUSEANTS,A - ALIMENTARY TRACT AND METABOLISM,7:Natural Product-derived,False,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,Small molecule,MOL,True,Anti-Emetic,5.74,1,5.94,5.94,9.34,,314.47,2,2,1,1,23,NEUTRAL,314.47,314.2246,1,1,29.46,0.57,N,4,CHEMBL465,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CYQFCXCEBYINGO-IAGOWNOFSA-N,CYQFCXCEBYINGO-IAGOWNOFSA-N,Safe,AGONIST,True,True,True,CHEMBL218,missing,0
5215,CHEMBL1118,DESVENLAFAXINE|KHEDEZLA|O-Desmethylvenlafaxine (Odv)|ODV|Pristiq,4,N06AX23,N06AX - Other antidepressants,N06A - ANTIDEPRESSANTS,N06 - PSYCHOANALEPTICS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,False,False,True,Prescription Only,None,None,None,None,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,Small molecule,MOL,True,,2.73,1,1.07,2.29,10.11,8.87,263.38,3,3,2,2,19,BASE,263.38,263.1885,0,0,43.70,0.88,N,4,CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,KYYIDSXMWOZKMP-UHFFFAOYSA-N,KYYIDSXMWOZKMP-UHFFFAOYSA-N,toxic_psyche,INHIBITOR+INHIBITOR,True+True,True+True,True+True,CHEMBL228+CHEMBL222,missing,0
5218,CHEMBL223228,EFAVIRENZ|Efavirenz|SUSTIVA 600|Sustiva,4,J05AG03,J05AG - Non-nucleoside reverse transcriptase inhibitors,J05A - DIRECT ACTING ANTIVIRALS,J05 - ANTIVIRALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,1:Synthetic Small Molecule,True,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,Small molecule,MOL,True,,4.07,1,4.46,4.46,12.52,,315.68,2,3,1,1,21,NEUTRAL,315.68,315.0274,0,0,38.33,0.73,N,0,CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR-ZDUSSCGKSA-N,Safe,INHIBITOR,True,True,True,CHEMBL247,missing,0
5225,CHEMBL515914,AZARIBINE|CB 304|Triazure,4,,,,,,7:Natural Product-derived,False,Single Stereoisomer,False,False,False,False,False,Withdrawn,1976,Thromboembolism,United States,Vascular toxicity,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,Small molecule,MOL,False,Antipsoriatic,-1.74,1,-1.76,-1.07,6.78,,371.30,11,12,1,1,26,NEUTRAL,371.30,371.0965,1,1,155.88,0.47,N,5,CHEMBL515914,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,QQOBRRFOVWGIMD-OJAKKHQRSA-N,QQOBRRFOVWGIMD-OJAKKHQRSA-N,Safe,INHIBITOR,True,True,True,CHEMBL5216,missing,1
5227,CHEMBL3833362,ZINC OLEATE,4,,,,,,1:Synthetic Small Molecule,False,Unknown,False,False,False,False,False,Unknown,None,None,None,None,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[Zn+2],Small molecule,MOL,True,,,,,,,,628.31,,,,,,,628.31,626.4253,,,,,,,CHEMBL3833362,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[Zn+2],LPEBYPDZMWMCLZ-CVBJKYQLSA-L,LPEBYPDZMWMCLZ-CVBJKYQLSA-L,Safe,missing,missing,missing,missing,missing,missing,0
5231,CHEMBL500,BETADREN|LB-46|PINDOLOL|PRINODOLOL|Visken,4,C07AA03,"C07AA - Beta blocking agents, non-selective",C07A - BETA BLOCKING AGENTS,C07 - BETA BLOCKING AGENTS,C - CARDIOVASCULAR SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,False,False,False,Prescription Only,None,None,None,None,CC(C)NCC(O)COc1cccc2[nH]ccc12,Small molecule,MOL,True,Vasodilator,1.91,2,-0.53,1.69,,9.67,248.33,3,4,3,3,18,BASE,248.33,248.1525,0,0,57.28,0.73,N,6,CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,JZQKKSLKJUAGIC-UHFFFAOYSA-N,JZQKKSLKJUAGIC-UHFFFAOYSA-N,Safe,PARTIAL AGONIST+PARTIAL AGONIST,True+True,True+True,True+True,CHEMBL213+CHEMBL210,missing,0
